,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Mean
0,5544588,15967666,8884615,4869471,13126504,8984583,3235892,10790196,10923150,11483427,4430054,11201420,17409064,6970446,8049404,4495734,15135920,13648851,4768093,14294208,14380297,15438636,5504912,30939446,16663251,28595158,12589948,18955084,4145858,4825644,11541717.333333334
1,5544588,15967666,3638603,4561355,10850432,8984583,3235892,10790196,5829998,11483427,4430054,8128804,17409064,5548894,2002584,4495734,13822708,6371963,4768093,14294208,14380297,15438636,5504912,27754666,10395817,28264378,12589948,18955084,3964810,4825644,10141101.266666668
2,5544588,15967666,3638603,4561355,5828652,8984583,3235892,10790196,5829998,8457805,4430054,6831480,17409064,3596538,2002584,4495734,4030068,6371963,4768093,9734496,8565835,12253524,5486490,22377446,8569139,23668426,12589948,18955084,3964810,4825644,8592191.933333334
3,5544588,15967666,3638603,4561355,3042808,8984583,3235892,6391776,5829998,8457805,4430054,6831480,4357744,1131720,2002584,4495734,4030068,6371963,4768093,7534880,4812925,7716448,5486490,21903426,8569139,13006378,11185042,10673682,3964810,4825644,6791779.266666667
4,5544588,7105010,3638603,4561355,3042808,8984583,2297788,4352242,5829998,8457805,4430054,4665172,3687220,1131720,2002584,4481932,4030068,3918585,4768093,7534880,4812925,6971124,5486490,19000148,6560053,12304374,3742754,10673682,3964810,4825644,5760236.4
5,2452430,7105010,3638603,4561355,1941604,7765647,2297788,4352242,3731476,2746995,1936540,4665172,3687220,1131720,2002584,4481932,4030068,3918585,4768093,7534880,4812925,6389148,5486490,16395908,6560053,12304374,3742754,7538222,2137018,2073544,4873012.666666667
6,2452430,4568278,2489771,4561355,1941604,3545939,1538938,4352242,3731476,2746995,1936540,4665172,3204140,1131720,2002584,4381168,4030068,3918585,4768093,7534880,4812925,4551740,3108646,13496246,6560053,2440104,3742754,7538222,2137018,2073544,3998774.3333333335
7,2452430,4568278,2489771,3493881,1539406,3545939,1538938,3996468,3731476,2746995,1936540,3500304,3204140,1131720,2002584,4381168,2237528,3918585,4768093,7534880,4027619,4551740,3108646,13496246,6560053,2440104,3742754,7538222,2137018,2073544,3813169.0
8,2452430,4363772,2489771,2911035,1539406,2752811,1538938,3996468,3731476,2399353,1936540,2862724,3063802,1131720,2002584,4381168,2237528,3918585,4768093,7534880,4027619,4551740,3108646,13496246,6560053,2440104,3742754,7538222,2137018,2073544,3722967.6666666665
9,2452430,4363772,2489771,2911035,1539406,2752811,1538938,3514058,3731476,2399353,1936540,2862724,3063802,1131720,2002584,4381168,2237528,3918585,4768093,7534880,4027619,4551740,3108646,13496246,6560053,2440104,3373394,7538222,2137018,2073544,3694575.3333333335
10,2452430,4363772,2489771,2326915,1539406,2752811,1538938,3514058,3731476,2399353,1936540,2862724,3063802,1131720,2002584,4381168,2237528,3918585,4768093,7534880,4027619,4551740,3108646,13496246,6560053,2440104,3373394,6146428,2137018,2073544,3628711.533333333
11,2452430,4363772,2489771,2326915,1539406,2752811,1538938,3514058,3731476,2399353,1936540,2862724,3063802,1131720,2002584,4381168,2237528,3918585,3468331,7534880,4027619,4551740,3108646,13496246,6560053,2440104,2223880,3636080,1784292,2073544,3451633.2
12,2452430,2947736,2489771,2326915,1539406,2752811,1538938,2592834,3731476,2399353,1936540,2862724,2363300,1131720,2002584,4381168,1753864,3918585,3468331,4940298,4027619,4551740,3108646,13496246,6347101,2440104,2223880,3636080,1784292,2073544,3240667.8666666667
13,2452430,2947736,2489771,2326915,1539406,2752811,1538938,2592834,3731476,2399353,1936540,2862724,2363300,1131720,2002584,4381168,1753864,2784641,3468331,4924210,4027619,4422420,3108646,13496246,6347101,2440104,2223880,3636080,1784292,2073544,3198022.8
14,2452430,2633434,2489771,2326915,1539406,2752811,1538938,2592834,3731476,2399353,1936540,2862724,2363300,1131720,2002584,2684478,1753864,2419985,3468331,4924210,3177109,3529324,3108646,13496246,6347101,2440104,2223880,2063652,1784292,2073544,3008300.066666667
15,2452430,2312774,2489771,2326915,1539406,2752811,1538938,2592834,3731476,2399353,1936540,2862724,2363300,1131720,2002584,2684478,1753864,2419985,3468331,4924210,3177109,3131668,3108646,12797660,2076397,2440104,2223880,2063652,1784292,2073544,2818713.2
16,2452430,2312774,2489771,2326915,1539406,2752811,1538938,2592834,3731476,2399353,1936540,2862724,2363300,1131720,2002584,2684478,1646244,2419985,3468331,4924210,2495913,3131668,3108646,12560946,2076397,2440104,1600260,2063652,1784292,2073544,2763741.533333333
17,2452430,2312774,2489771,2326915,1539406,2752811,1538938,2592834,3731476,2399353,1936540,2862724,2363300,1131720,2002584,2684478,1646244,2419985,3468331,4924210,2495913,3131668,3108646,7992766,2076397,2440104,1600260,2063652,1784292,2073544,2611468.8666666667
18,2452430,2312774,2489771,2012119,1539406,2752811,1538938,2592834,3550590,2399353,1936540,2862724,2363300,1131720,2002584,2684478,1646244,2419985,3468331,4924210,2495913,2727736,2397520,7992766,2076397,2440104,1600260,2063652,1784292,2073544,2557777.533333333
19,2452430,2312774,2489771,2012119,1539406,2752811,1538938,2592834,3550590,2399353,1936540,2862724,2363300,1131720,2002584,2684478,1646244,2265661,3468331,4924210,2495913,2727736,2397520,6803262,2076397,2440104,1600260,2063652,1784292,2073544,2512983.2666666666
