,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Mean
0,11408130,9018473,26021832,35587884,21057888,26171208,34831163,9241871,4491850,4846678,23449409,34441659,39080074,17550192,16738012,18453046,26057751,15915688,20433712,25576636,13497873,41729703,31975051,32390598,25813350,15086135,28477309,24062740,35194660,9023906,22587482.7
1,5935423,9018473,26021832,31464702,9723669,13335450,16534462,7398082,4491850,3523228,18155009,34004910,39080074,10814352,15336035,11929255,25733975,14111954,20433712,25576636,12965674,36323814,31975051,32074507,25813350,15086135,20816389,11912181,30473046,9023906,18969571.2
2,5935423,6001953,26021832,17066709,9723669,13335450,16534462,7398082,4491850,3523228,16999409,25823314,27509070,8123968,15205206,11929255,25733975,3344334,10912889,25576636,7667434,27525763,21131629,19353843,20640992,11321011,20816389,11912181,11884510,9023906,14748945.733333332
3,5935423,6001953,17474352,17066709,9723669,8355935,9572617,7398082,4491850,3523228,16999409,25823314,27509070,8123968,6870031,11929255,13236838,3344334,5442126,16066330,7667434,11780778,8399254,19353843,12288921,8350742,20816389,7229416,10868919,9023906,11355603.166666666
4,5935423,4898214,5759112,17066709,9723669,8355935,9572617,7398082,4491850,3523228,16999409,2406025,14099678,8123968,6870031,11929255,13236838,3344334,2652995,15199749,7667434,11780778,8399254,19353843,12288921,8350742,20816389,7229416,7345585,9023906,9461446.3
5,5935423,4898214,5759112,17066709,9607799,8355935,9572617,7398082,4491850,3523228,8888125,2406025,8614003,8123968,4080750,7577342,13236838,3344334,2652995,3173928,7667434,11780778,4196321,12526694,12288921,7797753,15846067,7229416,7345585,9023906,7813671.733333333
6,5935423,4898214,5759112,12241283,9607799,8355935,9572617,7398082,4491850,3456697,3659793,2406025,8614003,7004040,4080750,3473895,13236838,3344334,2547145,2599372,5750634,6838217,4196321,12526694,12288921,7797753,15846067,7229416,3410144,4012146,6752650.666666667
7,5935423,4898214,5759112,12241283,9607799,8355935,9056617,6139286,4491850,3456697,3659793,2406025,8614003,4506170,4080750,3473895,13236838,3305941,2547145,2599372,5750634,6838217,4196321,12526694,12288921,7797753,14652775,4416442,3410144,4012146,6475406.5
8,5935423,4898214,3868008,10986694,9607799,8355935,5320398,3054127,4491850,3456697,3659793,2406025,8614003,3255560,4080750,3379380,13236838,3305941,2547145,2599372,5750634,6421558,4196321,12526694,12288921,7797753,11489271,4416442,3410144,4012146,5978994.533333333
9,5935423,4898214,3868008,10986694,9607799,8355935,5320398,3054127,3074869,3456697,3611259,2406025,8614003,3255560,4080750,2519105,13236838,2761406,2547145,2599372,4065033,4554211,4196321,12526694,9570622,7797753,8868433,4416442,3410144,4012146,5586914.2
10,5935423,4898214,3868008,10339686,9607799,2996593,5320398,3054127,3074869,3456697,3032779,2406025,8614003,3255560,4080750,2519105,13236838,2761406,2547145,2599372,4065033,4554211,2606240,12526694,9570622,7797753,8868433,4393449,3410144,4012146,5313650.733333333
11,5935423,4898214,3868008,10334829,9607799,2996593,3330796,3054127,3074869,3456697,2116547,2406025,8614003,3255560,2972456,2519105,12471410,2761406,2547145,2599372,4065033,4554211,2606240,12526694,9570622,7797753,8868433,4393449,3410144,4012146,5154170.3
12,5935423,4898214,3868008,4261807,6390505,2996593,3330796,1819371,3074869,3456697,2116547,2406025,8614003,3255560,2972456,2519105,12471410,2761406,2547145,2599372,4065033,3291970,2606240,10356146,9570622,7797753,8868433,4368297,3410144,4012146,4688069.866666666
13,5935423,4898214,3868008,4261807,6390505,2996593,3330796,1819371,3074869,3456697,2116547,2406025,5182403,3255560,2972456,2519105,10294269,2761406,2547145,2599372,4065033,3291970,2606240,10356146,9570622,7797753,8868433,4368297,3410144,4012146,4501111.833333333
14,5935423,2907760,3868008,4261807,6390505,2996593,3330796,1819371,3074869,3456697,2116547,2406025,3466903,3250708,2972456,2519105,10294269,2761406,2547145,2596859,4065033,3291970,2606240,10356146,9570622,7113636,4582254,4368297,3410144,4012146,4211658.0
15,5935423,2907760,2194604,2202475,6390505,2996593,3330796,1819371,3074869,3456697,2116547,2406025,3466903,3250708,2972456,2519105,10294269,2761406,2547145,2596859,4065033,3291970,2606240,10356146,9570622,7113636,4582254,4368297,3410144,4012146,4087233.466666667
16,5935423,2907760,2194604,2202475,2850216,2996593,3330796,1819371,3074869,3456697,2116547,2406025,3466903,3250708,2972456,2519105,10294269,2761406,2547145,2596859,4065033,3291970,1932687,10356146,9570622,7113636,4582254,2054193,3410144,4012146,3869635.2666666666
17,5935423,2907760,2194604,2202475,2850216,2996593,3330796,1819371,3074869,1560241,2116547,2406025,3466903,2976030,2972456,2519105,7093961,2761406,2547145,2596859,4065033,3291970,1932687,10356146,9570622,5957161,4582254,2054193,3410144,3755247,3643474.7333333334
18,3898007,2907760,2194604,2202475,2850216,2996593,3330796,1819371,3074869,1560241,2116547,2406025,3466903,2976030,2914498,2519105,7093961,2761406,2547145,2596859,4065033,3291970,1932687,5081394,8174574,5957161,3883118,2054193,3410144,3755247,3327964.4
19,3898007,2907760,2194604,2202475,2850216,2996593,3330796,1819371,3074869,1560241,2116547,2406025,3466903,2976030,2914498,2519105,7093961,2761406,2547145,2596859,4065033,2325881,1932687,5081394,8174574,4783401,3883118,2054193,3410144,3755247,3256636.1
20,3898007,2907760,2194604,2202475,2850216,2996593,3330796,1819371,3074869,1560241,2116547,2406025,3466903,2321092,2914498,2519105,3817117,2761406,2547145,2596859,4065033,2325881,1932687,5081394,8174574,4783401,3883118,2054193,2198403,3755247,3085185.3333333335
21,3898007,2741686,2194604,2202475,2850216,2444740,3330796,1819371,3074869,1560241,1970540,2406025,3466903,2321092,2884969,2519105,3817117,2761406,2547145,2596859,4065033,2325881,1932687,5081394,8174574,4783401,3883118,2054193,2198403,3755247,3055403.2333333334
22,3773682,2741686,2194604,2202475,2850216,2444740,3330796,1819371,3074869,1560241,1970540,2406025,3466903,2321092,2884969,2519105,3817117,2048923,2547145,2596859,4065033,2325881,1932687,2754963,7540654,3269394,3883118,2054193,2198403,1911538,2816907.4
23,3773682,2741686,2194604,2202475,2850216,2444740,3330796,1819371,3074869,1560241,1970540,2406025,3466903,2321092,2498765,2519105,3817117,2048923,2547145,2596859,4065033,2325881,1932687,2754963,7540654,3269394,3883118,2054193,2198403,1911538,2804033.933333333
24,3773682,2741686,2194604,2202475,2850216,2444740,3330796,1819371,3074869,1560241,1970540,2406025,3466903,2321092,2498765,2519105,3605086,2048923,2547145,2596859,4065033,2325881,1932687,2754963,7540654,3269394,3883118,2054193,2198403,1911538,2796966.2333333334
25,3773682,2741686,2194604,2202475,2850216,2444740,3330796,1819371,2531103,1560241,1970540,2406025,3466903,2321092,2498765,2519105,3605086,2048923,2547145,2596859,4065033,2325881,1932687,2754963,7540654,3269394,3883118,2054193,2198403,1911538,2778840.7
26,3773682,2741686,2194604,2202475,2850216,2444740,3330796,1819371,2531103,1560241,1970540,2406025,3466903,2321092,2498765,2519105,3605086,2048923,2547145,2596859,4065033,2325881,1932687,2754963,6275764,3269394,3883118,2054193,2198403,1911538,2736677.7
27,3773682,2741686,2194604,2202475,2850216,2444740,3330796,1819371,2531103,1560241,1970540,2406025,3466903,2321092,2498765,2519105,3470498,2048923,2547145,2596859,4065033,2325881,1932687,2754963,3616803,3269394,3488442,2054193,2198403,1911538,2630403.533333333
28,3773682,2741686,2194604,2202475,2850216,2444740,3330796,1819371,2531103,1560241,1970540,2406025,3466903,2321092,2498765,2519105,3470498,2048923,2547145,2596859,4065033,2325881,1932687,2754963,3616803,3269394,3488442,2054193,2198403,1911538,2630403.533333333
29,3773682,2741686,2194604,2202475,2560490,2444740,3330796,1819371,2531103,1560241,1970540,2406025,3466903,2321092,2498765,2519105,3470498,2048923,2547145,2596859,4065033,2325881,1442869,2754963,3616803,3269394,3488442,2054193,2198403,1911538,2604418.7333333334
30,3773682,2741686,2194604,2202475,2560490,2444740,3330796,1819371,2531103,1560241,1970540,2406025,3466903,2321092,2498765,2519105,3470498,2048923,2547145,2596859,2919045,2325881,1442869,2754963,3616803,3269394,3488442,2054193,2198403,1911538,2566219.1333333333
31,3773682,2741686,2194604,2202475,2560490,2444740,3330796,1819371,2531103,1560241,1970540,2021192,3466903,2321092,2498765,2519105,3470498,2048923,2547145,2596859,2919045,2325881,1442869,2754963,2667016,3269394,3488442,2054193,2198403,1911538,2521731.8
32,3773682,2741686,2194604,2202475,2560490,2444740,3330796,1819371,2508646,1560241,1970540,2021192,3466903,2321092,2498765,2519105,3470498,1578962,2547145,2596859,2919045,2325881,1442869,2754963,2667016,3269394,3488442,2054193,2198403,1911538,2505317.8666666667
33,3773682,2741686,2194604,2202475,2560490,2444740,3330796,1819371,2508646,1560241,1970540,2021192,3466903,2321092,2498765,2519105,3470498,1578962,2547145,2596859,2919045,2325881,1442869,2754963,2667016,3269394,3488442,2054193,2198403,1911538,2505317.8666666667
34,3773682,2255195,2194604,2202475,2560490,2444740,3330796,1819371,2508646,1560241,1970540,2021192,3466903,2321092,2498765,2519105,3470498,1578962,2547145,2596859,2919045,2325881,1442869,2754963,2667016,3269394,3488442,2054193,2198403,1911538,2489101.5
35,3773682,2255195,2194604,2202475,2560490,2444740,3330796,1819371,2508646,1560241,1970540,2021192,3466903,2321092,2498765,2519105,3470498,1578962,2547145,2596859,2919045,2325881,1442869,2754963,2667016,3269394,3488442,2054193,2198403,1911538,2489101.5
36,3405631,2255195,2194604,2202475,2560490,2444740,3330796,1819371,2508646,1560241,1970540,2021192,3466903,2321092,2498765,2519105,3470498,1578962,2547145,2596859,2919045,2325881,1442869,2754963,2667016,3269394,3488442,2054193,2198403,1911538,2476833.1333333333
37,3405631,2255195,2194604,2202475,2560490,2444740,3330796,1819371,2508646,1560241,1970540,2021192,3466903,2321092,2498765,2519105,3470498,1578962,2547145,2596859,2919045,2325881,1442869,2754963,2667016,3269394,3488442,2054193,2198403,1911538,2476833.1333333333
38,3405631,2255195,2194604,2202475,2560490,2444740,3330796,1819371,2508646,1560241,1970540,2021192,3454492,2321092,2498765,2519105,3470498,1578962,2547145,2596859,2919045,2325881,1442869,2754963,2667016,3269394,3488442,2054193,2198403,1911538,2476419.433333333
39,3405631,2255195,2194604,2202475,2560490,2444740,3330796,1819371,2508646,1560241,1970540,2021192,3454492,2321092,2498765,2519105,3470498,1578962,2547145,2596859,2742464,2325881,1442869,2754963,2667016,3269394,3488442,2054193,2198403,1911538,2470533.4
40,3405631,2255195,2194604,2202475,2560490,2444740,3330796,1819371,2508646,1560241,1970540,2021192,3454492,2321092,2498765,2519105,3470498,1578962,2547145,2596859,2742464,2325881,1442869,2754963,2667016,3269394,3488442,2054193,2198403,1911538,2470533.4
41,3405631,2255195,2194604,2202475,2560490,2444740,3330796,1819371,2508646,1560241,1970540,2021192,3454492,2321092,2498765,1914442,3199245,1578962,2547145,2596859,2742464,2325881,1442869,2754963,2667016,3269394,3488442,2054193,2198403,1911538,2441336.2
42,2207653,2255195,2194604,2202475,2560490,2444740,3330796,1819371,2508646,1560241,1970540,2021192,3454492,2321092,2498765,1914442,3199245,1578962,2547145,2596859,2742464,2325881,1442869,2754963,2667016,3269394,3488442,2054193,2198403,1911538,2401403.6
43,2207653,2255195,2194604,2202475,2560490,2314781,3330796,1819371,2508646,1560241,1970540,2021192,3454492,2321092,2498765,1914442,3199245,1578962,1930666,2596859,2742464,2325881,1442869,2754963,2667016,3269394,3488442,2054193,2198403,1911538,2376522.3333333335
44,2207653,2255195,2194604,2202475,2560490,2314781,3330796,1819371,2508646,1560241,1970540,2021192,2009464,2321092,2498765,1914442,3199245,1578962,1930666,2596859,2742464,2325881,1442869,2754963,2667016,3269394,3488442,2054193,2198403,1911538,2328354.7333333334
45,2207653,2255195,2194604,2202475,2560490,2314781,3330796,1819371,2508646,1560241,1970540,2021192,2009464,2321092,2498765,1914442,3199245,1578962,1930666,2596859,2742464,2325881,1442869,2754963,2667016,3269394,3488442,2054193,2198403,1911538,2328354.7333333334
46,2207653,2255195,2194604,2202475,2560490,2314781,3330796,1819371,2508646,1560241,1970540,2021192,2009464,2321092,2498765,1914442,3199245,1578962,1930666,2596859,2742464,2325881,1442869,2754963,2667016,3269394,3488442,2054193,2198403,1911538,2328354.7333333334
47,2207653,2255195,2194604,2202475,2560490,2314781,3330796,1819371,2508646,1560241,1970540,2021192,2009464,2321092,2498765,1914442,3199245,1578962,1930666,2596859,2742464,2325881,1442869,2754963,2667016,3269394,3488442,2054193,2198403,1911538,2328354.7333333334
