,MX,MP,CR,TSCC
94,0.3,0.8,0.9,937150.7
95,0.3,0.8,1.0,930788.5333333333
96,0.3,0.9,0.5,975778.5333333333
97,0.3,0.9,0.6,981517.6666666666
98,0.3,0.9,0.7,994935.2333333333
99,0.3,0.9,0.8,958426.0
100,0.3,0.9,0.9,962998.1
101,0.3,0.9,1.0,962449.5666666667
102,0.3,1.0,0.5,1043169.7666666667
103,0.3,1.0,0.6,1045157.6666666666
104,0.3,1.0,0.7,1045324.0333333333
105,0.3,1.0,0.8,1035144.8666666667
106,0.3,1.0,0.9,1036986.9
107,0.3,1.0,1.0,993659.6333333333
108,0.4,0.5,0.5,1062538.1333333333
109,0.4,0.5,0.6,1121448.6
110,0.4,0.5,0.7,1060459.8
111,0.4,0.5,0.8,1007008.7
112,0.4,0.5,0.9,968954.5333333333
113,0.4,0.5,1.0,975457.1333333333
114,0.4,0.6,0.5,996915.7333333333
115,0.4,0.6,0.6,953951.1666666666
116,0.4,0.6,0.7,944399.1333333333
117,0.4,0.6,0.8,948040.0666666667
118,0.4,0.6,0.9,956372.9333333333
119,0.4,0.6,1.0,912898.4666666667
120,0.4,0.7,0.5,989535.9666666667
121,0.4,0.7,0.6,951959.0666666667
122,0.4,0.7,0.7,944359.1
123,0.4,0.7,0.8,955066.4666666667
124,0.4,0.7,0.9,930533.0
125,0.4,0.7,1.0,917063.6333333333
126,0.4,0.8,0.5,996394.8
127,0.4,0.8,0.6,1014585.8
128,0.4,0.8,0.7,997750.9333333333
129,0.4,0.8,0.8,973246.7333333333
130,0.4,0.8,0.9,973732.3
131,0.4,0.8,1.0,956377.5333333333
132,0.4,0.9,0.5,1051666.7
133,0.4,0.9,0.6,1083716.5333333334
134,0.4,0.9,0.7,1031121.8333333334
135,0.4,0.9,0.8,1037353.6666666666
136,0.4,0.9,0.9,1033106.1
137,0.4,0.9,1.0,1026939.2333333333
138,0.4,1.0,0.5,1117927.1
139,0.4,1.0,0.6,1082384.3333333333
140,0.4,1.0,0.7,1084804.2
141,0.4,1.0,0.8,1109335.5333333334
142,0.4,1.0,0.9,1108478.7333333334
143,0.4,1.0,1.0,1083119.9
144,0.5,0.5,0.5,1109268.5333333334
145,0.5,0.5,0.6,1121022.8333333333
146,0.5,0.5,0.7,1062818.8
147,0.5,0.5,0.8,1006630.5
148,0.5,0.5,0.9,1058904.1666666667
149,0.5,0.5,1.0,992052.3
150,0.5,0.6,0.5,1007602.3666666667
151,0.5,0.6,0.6,1033082.2666666667
152,0.5,0.6,0.7,1021568.6
153,0.5,0.6,0.8,958744.2666666667
154,0.5,0.6,0.9,988176.9666666667
155,0.5,0.6,1.0,953682.6
156,0.5,0.7,0.5,1044275.1
157,0.5,0.7,0.6,993849.9666666667
158,0.5,0.7,0.7,991335.5666666667
159,0.5,0.7,0.8,989994.7666666667
160,0.5,0.7,0.9,955680.9333333333
161,0.5,0.7,1.0,966777.4
162,0.5,0.8,0.5,1073829.4666666666
163,0.5,0.8,0.6,1040699.0333333333
164,0.5,0.8,0.7,1042021.6666666666
165,0.5,0.8,0.8,1008021.2333333333
166,0.5,0.8,0.9,1008494.1333333333
167,0.5,0.8,1.0,999908.4333333333
168,0.5,0.9,0.5,1120545.8666666667
169,0.5,0.9,0.6,1112345.7333333334
170,0.5,0.9,0.7,1101012.9666666666
171,0.5,0.9,0.8,1095355.9
172,0.5,0.9,0.9,1098181.7333333334
173,0.5,0.9,1.0,1063553.3333333333
174,0.5,1.0,0.5,1269147.0
175,0.5,1.0,0.6,1222231.6666666667
176,0.5,1.0,0.7,1292418.6
177,0.5,1.0,0.8,1173565.4333333333
178,0.5,1.0,0.9,1159812.2
179,0.5,1.0,1.0,1163429.2333333334
